setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
11,2022,14/03/2022,20/03/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,2.00,5289.00
33,2021,16/08/2021,22/08/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27998.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,4.00,4877.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,7.00,32593.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14700.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,4.00,7296.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1.00,16611.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,123.00,30267.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,18.00,41127.00
32,2020,03/08/2020,09/08/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,8101.00
16,2020,13/04/2020,19/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,2.00,5426.00
8,2021,22/02/2021,28/02/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,4,1.00,18762.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,15 a 44,1,1.00,50503.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,6.00,51040.00
45,2021,08/11/2021,14/11/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29558.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8894.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,1.00,7606.00
38,2021,20/09/2021,26/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,2.00,6557.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8676.00
30,2020,20/07/2020,26/07/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42232.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,4,1.00,7795.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,1.00,4042.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,4.00,8432.00
17,2020,20/04/2020,26/04/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,15.00,9010.00
33,2021,16/08/2021,22/08/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10622.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,4,1.00,7795.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,2.00,35811.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,5.00,18442.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,2.00,8894.00
43,2021,25/10/2021,31/10/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8894.00
47,2020,16/11/2020,22/11/2020,61,LLEIDA,6100,LLEIDA,Dona,60 a 69,4,1.00,6398.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,2.00,8003.00
45,2020,02/11/2020,08/11/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,4.00,5540.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,5.00,52075.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,20026.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32266.00
4,2022,24/01/2022,30/01/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,4.00,6456.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,21.00,32593.00
35,2021,30/08/2021,05/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 59,3,1.00,35889.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,1,1.00,5601.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,2.00,113810.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,1.00,7813.00
15,2022,11/04/2022,17/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,1.00,26699.00
36,2020,31/08/2020,06/09/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,9010.00
19,2020,04/05/2020,10/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,2.00,6330.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5465.00
34,2021,23/08/2021,29/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,2,1.00,4753.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,1,1.00,6980.00
45,2020,02/11/2020,08/11/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,11935.00
31,2020,27/07/2020,02/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,4.00,15492.00
17,2020,20/04/2020,26/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,45 a 59,4,1.00,11344.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,2.00,14623.00
41,2021,11/10/2021,17/10/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10920.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42232.00
42,2020,12/10/2020,18/10/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1.00,3331.00
52,2021,27/12/2021,02/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,1.00,2847.00
31,2020,27/07/2020,02/08/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,3.00,10446.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,2.00,9753.00
9,2021,01/03/2021,07/03/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8954.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,29.00,4649.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,3.00,476.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,3.00,35283.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,2.00,16721.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,2.00,18709.00
49,2020,30/11/2020,06/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,3.00,2148.00
8,2021,22/02/2021,28/02/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20340.00
52,2020,21/12/2020,27/12/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,11.00,10222.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,4.00,21579.00
16,2021,19/04/2021,25/04/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17938.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10782.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,12.00,29813.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,15077.00
47,2021,22/11/2021,28/11/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,34631.00
40,2020,28/09/2020,04/10/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,1.00,5749.00
27,2021,05/07/2021,11/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,4,1.00,20293.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,36102.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,51182.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,4,1.00,8449.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,3.00,36031.00
14,2020,30/03/2020,05/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,45 a 59,4,1.00,7506.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,36102.00
3,2021,18/01/2021,24/01/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,1.00,4217.00
28,2022,11/07/2022,17/07/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,45 a 59,4,1.00,7217.00
17,2021,26/04/2021,02/05/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,1.00,1864.00
40,2022,03/10/2022,09/10/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6693.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27587.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,2.00,15586.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,3.00,6880.00
7,2022,14/02/2022,20/02/2022,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1236.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,31.00,4877.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,5.00,7813.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,2.00,35549.00
50,2020,07/12/2020,13/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3889.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1.00,18709.00
18,2020,27/04/2020,03/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4495.00
29,2020,13/07/2020,19/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,113810.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,2.00,29558.00
29,2021,19/07/2021,25/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,1.00,1816.00
36,2022,05/09/2022,11/09/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3027.00
28,2022,11/07/2022,17/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,38247.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,3.00,43042.00
36,2021,06/09/2021,12/09/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,17926.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,2.00,42426.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,2.00,18574.00
15,2022,11/04/2022,17/04/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,2.00,10434.00
34,2020,17/08/2020,23/08/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6201.00
17,2022,25/04/2022,01/05/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,14294.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8957.00
30,2020,20/07/2020,26/07/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,4,1.00,38684.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,11858.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,3.00,30267.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,2,1.00,15354.00
50,2021,13/12/2021,19/12/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,70 a 79,3,1.00,5210.00
16,2022,18/04/2022,24/04/2022,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,28390.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,4.00,12219.00
7,2021,15/02/2021,21/02/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,3016.00
4,2021,25/01/2021,31/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,2.00,3817.00
5,2022,31/01/2022,06/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,3.00,10684.00
17,2022,25/04/2022,01/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8957.00
43,2022,24/10/2022,30/10/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13683.00
7,2021,15/02/2021,21/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1.00,3682.00
46,2020,09/11/2020,15/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,6.00,5426.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,9899.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,2.00,49170.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,1.00,18496.00
29,2022,18/07/2022,24/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,4.00,3770.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,4,1.00,8754.00
15,2022,11/04/2022,17/04/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,3.00,17439.00
52,2021,27/12/2021,02/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,2.00,3817.00
49,2020,30/11/2020,06/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3889.00
7,2022,14/02/2022,20/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,2.00,2138.00
17,2020,20/04/2020,26/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,3.00,13435.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,5.00,3854.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8676.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15484.00
3,2021,18/01/2021,24/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,2,1.00,4632.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,4.00,34790.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,5.00,14700.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,93.00,19453.00
18,2020,27/04/2020,03/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,2,1.00,3154.00
42,2022,17/10/2022,23/10/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4497.00
7,2021,15/02/2021,21/02/2021,61,LLEIDA,6100,LLEIDA,Home,45 a 59,3,1.00,27998.00
38,2022,19/09/2022,25/09/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13683.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,3.00,18442.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,113810.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,20.00,15492.00
3,2021,18/01/2021,24/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,5.00,10622.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,34631.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,3.00,42232.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,10513.00
39,2020,21/09/2020,27/09/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8019.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,2.00,18650.00
40,2021,04/10/2021,10/10/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,2.00,34631.00
50,2021,13/12/2021,19/12/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,1.00,6534.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42426.00
31,2020,27/07/2020,02/08/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,60 a 69,3,1.00,6895.00
2,2021,11/01/2021,17/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,1.00,11618.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,43661.00
25,2020,15/06/2020,21/06/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1.00,3331.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,6.00,11858.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19692.00
26,2021,28/06/2021,04/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,20026.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,4.00,34591.00
50,2020,07/12/2020,13/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3730.00
28,2022,11/07/2022,17/07/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,2.00,17439.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,9.00,18574.00
47,2021,22/11/2021,28/11/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14945.00
51,2021,20/12/2021,26/12/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,2.00,13788.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,4.00,14700.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8003.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,48378.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,10.00,14700.00
3,2022,17/01/2022,23/01/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4710.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,5.00,17981.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,4,1.00,25238.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,2.00,19588.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,2.00,8893.00
19,2020,04/05/2020,10/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,2.00,3331.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,3,1.00,17881.00
39,2020,21/09/2020,27/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,2.00,28960.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,6.00,51182.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,3.00,36821.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,2.00,10782.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,11.00,45804.00
5,2022,31/01/2022,06/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,2,1.00,4908.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,4.00,15077.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,50349.00
29,2022,18/07/2022,24/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,4,1.00,26897.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,2.00,6096.00
44,2020,26/10/2020,01/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,1.00,1759.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4406.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,3.00,35549.00
31,2021,02/08/2021,08/08/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1.00,17568.00
8,2021,22/02/2021,28/02/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5403.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,467.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,6.00,15584.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,4.00,35283.00
22,2022,30/05/2022,05/06/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12355.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,5.00,16680.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5186.00
3,2021,18/01/2021,24/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2289.00
1,2021,04/01/2021,10/01/2021,64,GIRONA,6400,GIRONA,Home,45 a 59,3,2.00,55361.00
32,2020,03/08/2020,09/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,1.00,34591.00
40,2021,04/10/2021,10/10/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,4,1.00,20325.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,3.00,18496.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,-1,1.00,319.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5029.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,3.00,110305.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4649.00
15,2020,06/04/2020,12/04/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,2,1.00,6686.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,11914.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,2.00,18496.00
1,2021,04/01/2021,10/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,1.00,2847.00
26,2022,27/06/2022,03/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,5.00,6456.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,1.00,7660.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,3.00,14359.00
1,2021,04/01/2021,10/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,5.00,13844.00
