setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
48,2020,23/11/2020,29/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,7.00,13968.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,3.00,20026.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,2.00,23974.00
18,2021,03/05/2021,09/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3817.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,41511.00
12,2021,22/03/2021,28/03/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20340.00
33,2021,16/08/2021,22/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,3.00,3682.00
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,2,1.00,4497.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,11858.00
36,2020,31/08/2020,06/09/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4761.00
23,2021,07/06/2021,13/06/2021,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10438.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,5.00,12433.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,3.00,7972.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,15.00,10782.00
40,2021,04/10/2021,10/10/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12025.00
12,2020,16/03/2020,22/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,2,1.00,9471.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,2.00,4877.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,4.00,7660.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,2,1.00,14943.00
29,2021,19/07/2021,25/07/2021,00,No disponible,0000,No disponible,No disponible,No disponible,-1,1.00,0.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,4.00,11914.00
18,2020,27/04/2020,03/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10424.00
39,2020,21/09/2020,27/09/2020,61,LLEIDA,6100,LLEIDA,Dona,45 a 59,3,1.00,24418.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,1.00,26027.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,1.00,7606.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 44,1,1.00,46311.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,29.00,16611.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,4.00,3926.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6781.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,2.00,49845.00
17,2022,25/04/2022,01/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,4,1.00,6168.00
16,2022,18/04/2022,24/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,72705.00
40,2020,28/09/2020,04/10/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13608.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16465.00
41,2020,05/10/2020,11/10/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,10.00,10424.00
5,2022,31/01/2022,06/02/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,2.00,2949.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,34677.00
33,2022,15/08/2022,21/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8740.00
42,2020,12/10/2020,18/10/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2301.00
18,2020,27/04/2020,03/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,5.00,1657.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,42881.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,2.00,10846.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4501.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,4,2.00,19758.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,1.00,18661.00
5,2022,31/01/2022,06/02/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,2.00,18497.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,2.00,3926.00
25,2020,15/06/2020,21/06/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,11935.00
12,2020,16/03/2020,22/03/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20137.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,28960.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2.00,12219.00
53,2020,28/12/2020,03/01/2021,64,GIRONA,6400,GIRONA,Home,45 a 59,4,1.00,38684.00
21,2021,24/05/2021,30/05/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 59,4,1.00,24109.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4649.00
9,2022,28/02/2022,06/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,2.00,30874.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,48176.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,2.00,34591.00
44,2020,26/10/2020,01/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,4.00,3563.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,1.00,22712.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,11.00,3926.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,6.00,29558.00
19,2020,04/05/2020,10/05/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,19.00,17532.00
23,2021,07/06/2021,13/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,2.00,19588.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,6.00,16680.00
49,2020,30/11/2020,06/12/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,4.00,17766.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,3.00,8171.00
18,2021,03/05/2021,09/05/2021,64,GIRONA,6400,GIRONA,Dona,45 a 59,4,1.00,37341.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,34.00,6609.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,3.00,21412.00
35,2020,24/08/2020,30/08/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20137.00
27,2021,05/07/2021,11/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,2.00,10920.00
29,2021,19/07/2021,25/07/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,17926.00
29,2021,19/07/2021,25/07/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,5.00,17568.00
14,2020,30/03/2020,05/04/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,70 a 79,3,1.00,2911.00
4,2022,24/01/2022,30/01/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27587.00
19,2021,10/05/2021,16/05/2021,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10438.00
43,2020,19/10/2020,25/10/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,3.00,17766.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,1,1.00,2077.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,2.00,18709.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,18.00,30267.00
21,2021,24/05/2021,30/05/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,4,1.00,18762.00
35,2021,30/08/2021,05/09/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17938.00
27,2022,04/07/2022,10/07/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,4.00,12355.00
2,2022,10/01/2022,16/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6693.00
2,2021,11/01/2021,17/01/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,6.00,5403.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,2.00,36031.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5689.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,2.00,34790.00
14,2020,30/03/2020,05/04/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,3.00,8019.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,3.00,3926.00
13,2022,28/03/2022,03/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,3.00,8740.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16205.00
35,2022,29/08/2022,04/09/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10664.00
34,2022,22/08/2022,28/08/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6456.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,3.00,11679.00
15,2022,11/04/2022,17/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,1.00,15670.00
12,2021,22/03/2021,28/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,2.00,51040.00
43,2020,19/10/2020,25/10/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,2.00,2784.00
31,2020,27/07/2020,02/08/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,2.00,11935.00
39,2021,27/09/2021,03/10/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,52081.00
53,2020,28/12/2020,03/01/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,2.00,9010.00
29,2021,19/07/2021,25/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,4,1.00,8743.00
48,2020,23/11/2020,29/11/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,70 a 79,3,1.00,2911.00
52,2020,21/12/2020,27/12/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2301.00
14,2020,30/03/2020,05/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,70 a 79,3,1.00,5261.00
19,2020,04/05/2020,10/05/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,9010.00
15,2020,06/04/2020,12/04/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8019.00
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,3,3.00,38133.00
4,2021,25/01/2021,31/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,3,3.00,17303.00
47,2020,16/11/2020,22/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,2.00,1752.00
1,2021,04/01/2021,10/01/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,2,1.00,3404.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,2.00,20026.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,1,2.00,30903.00
20,2021,17/05/2021,23/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,1.00,18584.00
35,2022,29/08/2022,04/09/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10434.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,19611.00
17,2022,25/04/2022,01/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,2.00,29813.00
17,2022,25/04/2022,01/05/2022,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,1.00,6823.00
8,2022,21/02/2022,27/02/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27587.00
52,2021,27/12/2021,02/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,45 a 59,3,1.00,35757.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29813.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,22871.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,2.00,14623.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,23402.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,2.00,120890.00
47,2020,16/11/2020,22/11/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,3.00,1908.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,113810.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,7.00,34790.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,19.00,29558.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,1.00,22938.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,2.00,8894.00
44,2022,31/10/2022,06/11/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,1.00,47677.00
50,2020,07/12/2020,13/12/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,4.00,6201.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,131.00,16611.00
30,2021,26/07/2021,01/08/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,4,2.00,12025.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,2.00,47677.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,1.00,75426.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,2.00,15584.00
20,2021,17/05/2021,23/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,11858.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,7.00,4042.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47246.00
39,2022,26/09/2022,02/10/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,13330.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,4.00,107038.00
2,2022,10/01/2022,16/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,5.00,10684.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,8.00,28960.00
33,2022,15/08/2022,21/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,3.00,18709.00
46,2020,09/11/2020,15/11/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,4,1.00,5032.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8171.00
21,2020,18/05/2020,24/05/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,2.00,20137.00
12,2020,16/03/2020,22/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,15 a 44,4,1.00,20908.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,23402.00
49,2021,06/12/2021,12/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3817.00
24,2021,14/06/2021,20/06/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,12919.00
45,2022,07/11/2022,13/11/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7642.00
24,2020,08/06/2020,14/06/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,17766.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,23.00,4877.00
7,2021,15/02/2021,21/02/2021,00,No disponible,0000,No disponible,No disponible,No disponible,-1,1.00,0.00
1,2022,03/01/2022,09/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,38247.00
40,2021,04/10/2021,10/10/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32266.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,17.00,16680.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,12.00,2434.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,9821.00
28,2020,06/07/2020,12/07/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10446.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5433.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,5.00,7248.00
13,2020,23/03/2020,29/03/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,9.00,6201.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,24.00,8432.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14623.00
21,2020,18/05/2020,24/05/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,3.00,17532.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,43661.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12355.00
45,2020,02/11/2020,08/11/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,60 a 69,3,1.00,4433.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,44667.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,3.00,17981.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,2.00,48378.00
14,2021,05/04/2021,11/04/2021,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6428.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,72705.00
16,2020,13/04/2020,19/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,4,2.00,11685.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17333.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,2.00,15584.00
45,2020,02/11/2020,08/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,4,1.00,11685.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,3.00,25476.00
6,2021,08/02/2021,14/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,7.00,10635.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,5.00,36031.00
11,2020,09/03/2020,15/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2148.00
22,2022,30/05/2022,05/06/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,2.00,6693.00
15,2020,06/04/2020,12/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,2.00,5426.00
21,2020,18/05/2020,24/05/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2301.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,14.00,17981.00
48,2020,23/11/2020,29/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,2.00,3889.00
35,2021,30/08/2021,05/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3926.00
45,2020,02/11/2020,08/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,3.00,14881.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,3.00,42426.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,5.00,3919.00
15,2020,06/04/2020,12/04/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,3.00,11935.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,471.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,36102.00
1,2021,04/01/2021,10/01/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,6.00,5403.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,2.00,50349.00
6,2022,07/02/2022,13/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 59,4,1.00,24819.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,16.00,18709.00
41,2020,05/10/2020,11/10/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,3.00,10222.00
45,2021,08/11/2021,14/11/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,4,1.00,18762.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,1.00,8939.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,13.00,21579.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,1.00,15586.00
4,2021,25/01/2021,31/01/2021,00,No disponible,0000,No disponible,No disponible,No disponible,-1,1.00,0.00
1,2022,03/01/2022,09/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,13330.00
41,2020,05/10/2020,11/10/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,4,1.00,38684.00
45,2022,07/11/2022,13/11/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,2.00,29813.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,16.00,27024.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,8.00,32347.00
31,2020,27/07/2020,02/08/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6201.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14547.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,3.00,18574.00
48,2021,29/11/2021,05/12/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5488.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,9.00,32266.00
31,2020,27/07/2020,02/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7167.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,4.00,12219.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,2,1.00,6686.00
